dmin,cdi,sig,tsunami,gap
3.1530768358183807,1.1906242339117292,-0.5745325194883167,-0.7483314773547884,0.20811424656887398
-0.24622897719199768,1.4987858003359413,-0.16396213069222454,-0.7483314773547884,0.8231511482135482
0.2533612123162989,1.1906242339117292,0.2674847185511266,-0.7483314773547884,0.33112162689780883
-0.12695508901619493,0.882462667487517,0.13178772564394356,1.336306209562122,0.6591413077749684
-0.14136682737301598,-0.9665067310577566,-0.007388677337782605,1.336306209562122,6.268277850774398
0.6823287048783966,0.5743011010633047,-0.07001805867955939,1.336306209562122,0.7001437678846133
0.015336567053183793,0.26613953463909246,-0.2822620732266918,1.336306209562122,0.12610932634958408
0.7534745329130859,1.4987858003359413,-0.06305923853047307,1.336306209562122,0.16711178645922903
0.5300975581277008,0.882462667487517,-0.31009735382303705,1.336306209562122,4.4723700979719485
0.8696096345579464,-0.04202203178511982,-0.15700331054313824,1.336306209562122,1.4791905099678673
1.026025830016565,0.5743011010633047,0.3649082006383349,1.336306209562122,-0.2019103545275755
1.2980539960315536,1.4987858003359413,0.2953199991474718,1.336306209562122,-0.1199054343082856
2.0785655800591756,-0.9665067310577566,-0.5293001885192558,-0.7483314773547884,1.2331757493099977
0.5923501576580541,1.8069473667601537,0.055240704003994175,-0.7483314773547884,1.5611954301871573
-0.2310581756257772,1.4987858003359413,-0.15700331054313824,1.336306209562122,0.12610932634958408
1.8672206203090689,-0.9665067310577566,-0.4562325769538495,1.336306209562122,-0.4069226550758002
0.3825745911734186,0.5743011010633047,-0.014347497486868912,-0.7483314773547884,0.45412900722674365
-0.4622821167385176,1.1906242339117292,-0.5814913396374031,1.336306209562122,0.41312654711709873
2.772760534485887,1.1906242339117292,-0.14308567024496563,1.336306209562122,0.45412900722674365
0.24708363925441462,0.26613953463909246,-0.57801192956286,-0.7483314773547884,0.5361339274460336
0.722086667603664,1.1906242339117292,1.8366986621700891,-0.7483314773547884,-0.2839152747468654
-0.23053504453728685,1.8069473667601537,1.1721313379323468,1.336306209562122,0.33112162689780883
-0.19130021290050958,0.5743011010633047,-0.3031385336739507,1.336306209562122,-0.07890297419864065
2.266892771915706,1.1906242339117292,-0.5884501597864894,1.336306209562122,1.028163448761773
0.83142106509815,0.26613953463909246,-0.5919295698610325,1.336306209562122,0.003101946020649249
0.33130774450136297,1.8069473667601537,-0.29617971352486444,-0.7483314773547884,0.003101946020649249
-0.15677356106014564,1.8069473667601537,2.0489426767172216,-0.7483314773547884,-0.1199054343082856
-0.487392408986055,1.8069473667601537,-0.07697687882864569,-0.7483314773547884,0.987160988652128
0.40245357253605235,1.8069473667601537,7.26457837845741,-0.7483314773547884,0.49513146733638863
2.081704366590117,0.26613953463909246,-0.36228850494118436,-0.7483314773547884,1.684202810516092
